arm,status,in_balanced_panel,network,x,y,radius,r_status,shd_truth,n_k,k_g0,AUC_frac,AUC_frac_usable,endpoint_gap,AUC_frac_contra_as_fail,endpoint_contra_gap,n_grid_points_S_defined,contradiction_rate_at_d1,median_contradiction_rate,n_grid_points,n_grid_points_usable,n_grid_points_censored,endpoint_censored,min_n_eval,median_n_eval,separation,separation_status,largest_component_size,component_size,dispatch_leg,gate,assumes,shard_id,frame_row_id,condition,model,family,naming,elicit_arm,n_asked,n_asserted,assert_rate,k_accuracy,n_k_correct,n_k_wrong,n_declined,n_parse_fail,n_not_reached,n_off_skeleton,k_source,radius_committed_programmatic_k
llm,ok,False,paths,4,E,3,ok,28,13,14,0.1,0.5,0.4,0.0072,0.09280000000000001,9,0.928,0.997,10,3,0,False,0,3.0,3,measured,15,15,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_INSTR__paths,df77e6a3fbf720c6,D_LLM_INSTR,qwen2.5:7b-instruct,qwen2,real,deployment,14,13,0.9285714285714286,0.0,0,13,1,0,0,0,knowledge.json,11
llm,ok,False,paths,5,D,4,ok,28,13,14,0.2,0.5,0.3,0.0078,0.1922,9,0.928,0.997,10,3,0,False,0,3.0,2,measured,15,15,e1_ladder,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_INSTR__paths,2b7ee7b6f4f28298,D_LLM_INSTR,qwen2.5:7b-instruct,qwen2,real,deployment,14,13,0.9285714285714286,0.0,0,13,1,0,0,0,knowledge.json,10
llm,ok,False,paths,5,E,4,ok,28,13,14,0.2,0.5,0.3,0.0078,0.1922,9,0.928,0.997,10,3,0,False,0,3.0,2,measured,15,15,e1_ladder,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_INSTR__paths,bc3cc61c682fa1ec,D_LLM_INSTR,qwen2.5:7b-instruct,qwen2,real,deployment,14,13,0.9285714285714286,0.0,0,13,1,0,0,0,knowledge.json,10
llm,ok,False,paths,6,D,5,ok,28,13,14,0.3,0.5,0.2,0.0079,0.29209999999999997,9,0.928,0.997,10,3,0,False,0,3.0,1,measured,15,15,e1_ladder,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_INSTR__paths,89e6223598370002,D_LLM_INSTR,qwen2.5:7b-instruct,qwen2,real,deployment,14,13,0.9285714285714286,0.0,0,13,1,0,0,0,knowledge.json,9
llm,ok,False,paths,6,E,5,ok,28,13,14,0.3,0.5,0.2,0.0079,0.29209999999999997,9,0.928,0.997,10,3,0,False,0,3.0,1,measured,15,15,e1_ladder,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_INSTR__paths,291d683eeb58e264,D_LLM_INSTR,qwen2.5:7b-instruct,qwen2,real,deployment,14,13,0.9285714285714286,0.0,0,13,1,0,0,0,knowledge.json,9
llm,ok,False,paths,7,D,6,ok,28,13,14,0.3,0.5,0.2,0.0079,0.29209999999999997,9,0.928,0.997,10,3,0,False,0,3.0,1,measured,15,15,e1_ladder,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_INSTR__paths,314b73aaa8710b32,D_LLM_INSTR,qwen2.5:7b-instruct,qwen2,real,deployment,14,13,0.9285714285714286,0.0,0,13,1,0,0,0,knowledge.json,8
llm,ok,False,paths,8,D,7,ok,28,13,14,0.5,0.5,0.0,0.0081,0.4919,9,0.928,0.997,10,3,0,False,0,3.0,7,measured,15,15,e1_ladder,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_INSTR__paths,da3151042aefb797,D_LLM_INSTR,qwen2.5:7b-instruct,qwen2,real,deployment,14,13,0.9285714285714286,0.0,0,13,1,0,0,0,knowledge.json,7
llm,ok,False,paths,9,D,8,ok,28,13,14,0.5,0.5,0.0,0.0081,0.4919,9,0.928,0.997,10,3,0,False,0,3.0,6,measured,15,15,e1_ladder,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_INSTR__paths,0f0ec8df8dac0268,D_LLM_INSTR,qwen2.5:7b-instruct,qwen2,real,deployment,14,13,0.9285714285714286,0.0,0,13,1,0,0,0,knowledge.json,6
llm,optimal_set_undefined,False,sachs,PIP3,PIP2,,,13,9,14,,,,,,0,,,0,0,0,False,,,1,measured,8,3,,fast_gate,,llm__D_LLM_INSTR__sachs,446992fc71875198,D_LLM_INSTR,qwen2.5:7b-instruct,qwen2,real,deployment,17,9,0.5294117647058824,0.5555555555555556,5,4,8,0,0,0,knowledge.json,1
llm,optimal_set_undefined,False,sachs,Mek,Akt,,,13,9,14,,,,,,0,,,0,0,0,False,,,1,measured,8,8,,fast_gate,,llm__D_LLM_INSTR__sachs,4b1364f9d8d89745,D_LLM_INSTR,qwen2.5:7b-instruct,qwen2,real,deployment,17,9,0.5294117647058824,0.5555555555555556,5,4,8,0,0,0,knowledge.json,2
llm,optimal_set_undefined,False,sachs,Mek,Erk,,,13,9,14,,,,,,0,,,0,0,0,False,,,1,measured,8,8,,fast_gate,,llm__D_LLM_INSTR__sachs,36375a012f0752e1,D_LLM_INSTR,qwen2.5:7b-instruct,qwen2,real,deployment,17,9,0.5294117647058824,0.5555555555555556,5,4,8,0,0,0,knowledge.json,2
llm,ok,False,sachs,PKA,Akt,1,ok,13,9,14,0.08717701788718371,0.08717701788718371,0.0,0.041100000000000005,0.046077017887183706,7,0.468,0.891,9,7,0,False,0,109,1,measured,8,8,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_INSTR__sachs,783f25cd41d1e1a3,D_LLM_INSTR,qwen2.5:7b-instruct,qwen2,real,deployment,17,9,0.5294117647058824,0.5555555555555556,5,4,8,0,0,0,knowledge.json,1
llm,optimal_set_undefined,False,sachs,PKA,Erk,,,13,9,14,,,,,,0,,,0,0,0,False,,,1,measured,8,8,,fast_gate,,llm__D_LLM_INSTR__sachs,763dffb2e42172b6,D_LLM_INSTR,qwen2.5:7b-instruct,qwen2,real,deployment,17,9,0.5294117647058824,0.5555555555555556,5,4,8,0,0,0,knowledge.json,1
llm,optimal_set_undefined,False,sachs,PKA,Jnk,,,13,9,14,,,,,,0,,,0,0,0,False,,,1,measured,8,8,,fast_gate,,llm__D_LLM_INSTR__sachs,7be8a0fa3b86519e,D_LLM_INSTR,qwen2.5:7b-instruct,qwen2,real,deployment,17,9,0.5294117647058824,0.5555555555555556,5,4,8,0,0,0,knowledge.json,1
llm,optimal_set_undefined,False,sachs,PKA,Mek,,,13,9,14,,,,,,0,,,0,0,0,False,,,1,measured,8,8,,fast_gate,,llm__D_LLM_INSTR__sachs,8f3d42e3f70fb66f,D_LLM_INSTR,qwen2.5:7b-instruct,qwen2,real,deployment,17,9,0.5294117647058824,0.5555555555555556,5,4,8,0,0,0,knowledge.json,1
llm,optimal_set_undefined,False,sachs,PKA,P38,,,13,9,14,,,,,,0,,,0,0,0,False,,,1,measured,8,8,,fast_gate,,llm__D_LLM_INSTR__sachs,78dfa4be856a14ae,D_LLM_INSTR,qwen2.5:7b-instruct,qwen2,real,deployment,17,9,0.5294117647058824,0.5555555555555556,5,4,8,0,0,0,knowledge.json,1
llm,optimal_set_undefined,False,sachs,PKA,Raf,,,13,9,14,,,,,,0,,,0,0,0,False,,,1,measured,8,8,,fast_gate,,llm__D_LLM_INSTR__sachs,5ca39cb87de521d0,D_LLM_INSTR,qwen2.5:7b-instruct,qwen2,real,deployment,17,9,0.5294117647058824,0.5555555555555556,5,4,8,0,0,0,knowledge.json,1
llm,optimal_set_undefined,False,sachs,Raf,Akt,,,13,9,14,,,,,,0,,,0,0,0,False,,,1,measured,8,8,,fast_gate,,llm__D_LLM_INSTR__sachs,c4d9d68c0c911027,D_LLM_INSTR,qwen2.5:7b-instruct,qwen2,real,deployment,17,9,0.5294117647058824,0.5555555555555556,5,4,8,0,0,0,knowledge.json,1
llm,optimal_set_undefined,False,sachs,Raf,Erk,,,13,9,14,,,,,,0,,,0,0,0,False,,,1,measured,8,8,,fast_gate,,llm__D_LLM_INSTR__sachs,e99d30543b5d8e49,D_LLM_INSTR,qwen2.5:7b-instruct,qwen2,real,deployment,17,9,0.5294117647058824,0.5555555555555556,5,4,8,0,0,0,knowledge.json,1
llm,optimal_set_undefined,False,sachs,Raf,Mek,,,13,9,14,,,,,,0,,,0,0,0,False,,,1,measured,8,8,,fast_gate,,llm__D_LLM_INSTR__sachs,b98d75bfaad878a2,D_LLM_INSTR,qwen2.5:7b-instruct,qwen2,real,deployment,17,9,0.5294117647058824,0.5555555555555556,5,4,8,0,0,0,knowledge.json,1
llm,ok,True,water,CKNI_12_15,CBODD_12_30,1,ok,3,3,3,0.0,0.0,0.0,0.0,0.0,3,0.654,0.654,3,3,0,False,333,346,,no_z_member_in_component,4,4,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_INSTR__water,e3492909c03b4134,D_LLM_INSTR,qwen2.5:7b-instruct,qwen2,real,deployment,6,3,0.5,1.0,3,0,3,0,0,0,knowledge.json,1
llm,ok,True,water,CKNI_12_15,CBODD_12_45,1,ok,3,3,3,0.0,0.0,0.0,0.0,0.0,3,0.654,0.654,3,3,0,False,333,346,,no_z_member_in_component,4,4,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_INSTR__water,4fbadbf744af268a,D_LLM_INSTR,qwen2.5:7b-instruct,qwen2,real,deployment,6,3,0.5,1.0,3,0,3,0,0,0,knowledge.json,1
llm,ok,True,water,CKNI_12_15,CBODN_12_45,1,ok,3,3,3,0.0,0.0,0.0,0.0,0.0,3,0.654,0.654,3,3,0,False,333,346,,no_z_member_in_component,4,4,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_INSTR__water,22e7b8c9588ee2d8,D_LLM_INSTR,qwen2.5:7b-instruct,qwen2,real,deployment,6,3,0.5,1.0,3,0,3,0,0,0,knowledge.json,1
llm,ok,True,water,CKNI_12_15,CKND_12_30,1,ok,3,3,3,0.0,0.0,0.0,0.0,0.0,3,0.654,0.654,3,3,0,False,333,346,,no_z_member_in_component,4,4,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_INSTR__water,270713aa1972abbe,D_LLM_INSTR,qwen2.5:7b-instruct,qwen2,real,deployment,6,3,0.5,1.0,3,0,3,0,0,0,knowledge.json,1
llm,ok,True,water,CKNI_12_15,CKND_12_45,1,ok,3,3,3,0.0,0.0,0.0,0.0,0.0,3,0.654,0.654,3,3,0,False,333,346,,no_z_member_in_component,4,4,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_INSTR__water,6ba85df8aa097fb4,D_LLM_INSTR,qwen2.5:7b-instruct,qwen2,real,deployment,6,3,0.5,1.0,3,0,3,0,0,0,knowledge.json,1
llm,ok,True,water,CKNI_12_15,CKNN_12_45,1,ok,3,3,3,0.0,0.0,0.0,0.0,0.0,3,0.654,0.654,3,3,0,False,333,346,,no_z_member_in_component,4,4,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_INSTR__water,dba47fe285040c66,D_LLM_INSTR,qwen2.5:7b-instruct,qwen2,real,deployment,6,3,0.5,1.0,3,0,3,0,0,0,knowledge.json,1
llm,ok,True,water,CKNI_12_15,CNOD_12_45,1,ok,3,3,3,0.0,0.0,0.0,0.0,0.0,3,0.654,0.654,3,3,0,False,333,346,,no_z_member_in_component,4,4,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_INSTR__water,f61827ba5c0b0a0c,D_LLM_INSTR,qwen2.5:7b-instruct,qwen2,real,deployment,6,3,0.5,1.0,3,0,3,0,0,0,knowledge.json,1
llm,ok,True,water,CKNI_12_30,CBODD_12_45,2,ok,3,3,3,0.5,0.5,0.0,0.173,0.327,3,0.654,0.654,3,3,0,False,333,346,,no_z_member_in_component,4,4,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_INSTR__water,7f0e08bd3acf2ab5,D_LLM_INSTR,qwen2.5:7b-instruct,qwen2,real,deployment,6,3,0.5,1.0,3,0,3,0,0,0,knowledge.json,2
llm,ok,True,water,CKNI_12_30,CKND_12_45,2,ok,3,3,3,0.5,0.5,0.0,0.173,0.327,3,0.654,0.654,3,3,0,False,333,346,,no_z_member_in_component,4,4,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_INSTR__water,91cc16fb0398ce74,D_LLM_INSTR,qwen2.5:7b-instruct,qwen2,real,deployment,6,3,0.5,1.0,3,0,3,0,0,0,knowledge.json,2
llm,optimal_set_undefined,False,water,C_NI_12_15,CBODD_12_30,,,3,3,3,,,,,,0,,,0,0,0,False,,,,no_z_member_in_component,4,4,,fast_gate,,llm__D_LLM_INSTR__water,3d826b4ac9a350f4,D_LLM_INSTR,qwen2.5:7b-instruct,qwen2,real,deployment,6,3,0.5,1.0,3,0,3,0,0,0,knowledge.json,1
llm,optimal_set_undefined,False,water,C_NI_12_15,CBODD_12_45,,,3,3,3,,,,,,0,,,0,0,0,False,,,,no_z_member_in_component,4,4,,fast_gate,,llm__D_LLM_INSTR__water,22dce2e7cb2e5e2a,D_LLM_INSTR,qwen2.5:7b-instruct,qwen2,real,deployment,6,3,0.5,1.0,3,0,3,0,0,0,knowledge.json,1
llm,optimal_set_undefined,False,water,C_NI_12_15,CBODN_12_45,,,3,3,3,,,,,,0,,,0,0,0,False,,,,no_z_member_in_component,4,4,,fast_gate,,llm__D_LLM_INSTR__water,b525806c421b2285,D_LLM_INSTR,qwen2.5:7b-instruct,qwen2,real,deployment,6,3,0.5,1.0,3,0,3,0,0,0,knowledge.json,1
llm,optimal_set_undefined,False,water,C_NI_12_15,CNOD_12_45,,,3,3,3,,,,,,0,,,0,0,0,False,,,,no_z_member_in_component,4,4,,fast_gate,,llm__D_LLM_INSTR__water,4c2074329cae4ad3,D_LLM_INSTR,qwen2.5:7b-instruct,qwen2,real,deployment,6,3,0.5,1.0,3,0,3,0,0,0,knowledge.json,1
llm,optimal_set_undefined,False,water,C_NI_12_30,CBODD_12_45,,,3,3,3,,,,,,0,,,0,0,0,False,,,,no_z_member_in_component,4,4,,fast_gate,,llm__D_LLM_INSTR__water,7d845e19e280d05c,D_LLM_INSTR,qwen2.5:7b-instruct,qwen2,real,deployment,6,3,0.5,1.0,3,0,3,0,0,0,knowledge.json,2
llm,optimal_set_undefined,False,win95pts,AvlblVrtlMmry,Problem3,,,11,1,1,,,,,,0,,,0,0,0,False,,,1,measured,4,4,,fast_gate,,llm__D_LLM_INSTR__win95pts,05ee72c5d0f2900f,D_LLM_INSTR,qwen2.5:7b-instruct,qwen2,real,deployment,12,1,0.08333333333333333,1.0,1,0,9,0,2,0,knowledge.json,1
llm,optimal_set_undefined,False,win95pts,AppDtGnTm,DeskPrntSpd,,,11,1,1,,,,,,0,,,0,0,0,False,,,2,measured,4,4,,fast_gate,,llm__D_LLM_INSTR__win95pts,1b8ddb91b8dfac07,D_LLM_INSTR,qwen2.5:7b-instruct,qwen2,real,deployment,12,1,0.08333333333333333,1.0,1,0,9,0,2,0,knowledge.json,1
llm,optimal_set_undefined,False,win95pts,AppDtGnTm,NtSpd,,,11,1,1,,,,,,0,,,0,0,0,False,,,2,measured,4,4,,fast_gate,,llm__D_LLM_INSTR__win95pts,5d7a4de19d26375d,D_LLM_INSTR,qwen2.5:7b-instruct,qwen2,real,deployment,12,1,0.08333333333333333,1.0,1,0,9,0,2,0,knowledge.json,1
llm,ok,False,Acid_1996,x4,x10,1,ok,0,1,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,1,0,False,1000,1000,,no_z_member_in_component,2,2,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_SRC_70B__Acid_1996,bfda8d867f276ef9,D_LLM_SRC_70B,Llama-3.3-70B-Instruct,llama,real,deployment,1,1,1.0,1.0,1,0,0,0,0,0,knowledge.json,1
llm,ok,False,Acid_1996,x4,x11,1,ok,0,1,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,1,0,False,1000,1000,,no_z_member_in_component,2,2,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_SRC_70B__Acid_1996,6452110315a85e00,D_LLM_SRC_70B,Llama-3.3-70B-Instruct,llama,real,deployment,1,1,1.0,1.0,1,0,0,0,0,0,knowledge.json,1
llm,ok,False,Acid_1996,x4,x12,1,ok,0,1,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,1,0,False,1000,1000,,no_z_member_in_component,2,2,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_SRC_70B__Acid_1996,e15536e68a58aeb2,D_LLM_SRC_70B,Llama-3.3-70B-Instruct,llama,real,deployment,1,1,1.0,1.0,1,0,0,0,0,0,knowledge.json,1
llm,ok,False,Acid_1996,x4,x13,1,ok,0,1,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,1,0,False,1000,1000,,no_z_member_in_component,2,2,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_SRC_70B__Acid_1996,2d2f7a04bd2a7102,D_LLM_SRC_70B,Llama-3.3-70B-Instruct,llama,real,deployment,1,1,1.0,1.0,1,0,0,0,0,0,knowledge.json,1
llm,ok,False,Acid_1996,x4,x15,1,ok,0,1,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,1,0,False,1000,1000,,no_z_member_in_component,2,2,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_SRC_70B__Acid_1996,1a9fb26cde2ba1f0,D_LLM_SRC_70B,Llama-3.3-70B-Instruct,llama,real,deployment,1,1,1.0,1.0,1,0,0,0,0,0,knowledge.json,1
llm,ok,False,Acid_1996,x4,x17,1,ok,0,1,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,1,0,False,1000,1000,,no_z_member_in_component,2,2,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_SRC_70B__Acid_1996,7ec1805904350188,D_LLM_SRC_70B,Llama-3.3-70B-Instruct,llama,real,deployment,1,1,1.0,1.0,1,0,0,0,0,0,knowledge.json,1
llm,ok,False,Acid_1996,x4,x18,1,ok,0,1,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,1,0,False,1000,1000,,no_z_member_in_component,2,2,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_SRC_70B__Acid_1996,4677b162733a7729,D_LLM_SRC_70B,Llama-3.3-70B-Instruct,llama,real,deployment,1,1,1.0,1.0,1,0,0,0,0,0,knowledge.json,1
llm,ok,False,Acid_1996,x4,x5,1,ok,0,1,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,1,0,False,1000,1000,,no_z_member_in_component,2,2,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_SRC_70B__Acid_1996,1d3b54df6c4d3b94,D_LLM_SRC_70B,Llama-3.3-70B-Instruct,llama,real,deployment,1,1,1.0,1.0,1,0,0,0,0,0,knowledge.json,1
llm,ok,False,Acid_1996,x4,x7,1,ok,0,1,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,1,0,False,1000,1000,,no_z_member_in_component,2,2,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_SRC_70B__Acid_1996,7a02b4ec2b626b8b,D_LLM_SRC_70B,Llama-3.3-70B-Instruct,llama,real,deployment,1,1,1.0,1.0,1,0,0,0,0,0,knowledge.json,1
llm,ok,False,Acid_1996,x4,x9,1,ok,0,1,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,1,0,False,1000,1000,,no_z_member_in_component,2,2,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_SRC_70B__Acid_1996,9569d3cd94e48936,D_LLM_SRC_70B,Llama-3.3-70B-Instruct,llama,real,deployment,1,1,1.0,1.0,1,0,0,0,0,0,knowledge.json,1
llm,ok,False,Didelez_2010,Occ,HRT,1,ok,0,2,3,0.0,0.0,0.0,0.0,0.0,2,0.488,0.244,2,2,0,False,512,756.0,1,measured,4,4,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_SRC_70B__Didelez_2010,f2e41783c91b4dfa,D_LLM_SRC_70B,Llama-3.3-70B-Instruct,llama,real,deployment,3,2,0.6666666666666666,1.0,2,0,1,0,0,0,knowledge.json,1
llm,ok,False,Didelez_2010,Occ,S,1,ok,0,2,3,0.0,0.0,0.0,0.0,0.0,2,0.488,0.244,2,2,0,False,512,756.0,1,measured,4,4,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_SRC_70B__Didelez_2010,aca165b64d0ff084,D_LLM_SRC_70B,Llama-3.3-70B-Instruct,llama,real,deployment,3,2,0.6666666666666666,1.0,2,0,1,0,0,0,knowledge.json,1
llm,ok,False,Didelez_2010,Occ,TCI,1,ok,0,2,3,0.0,0.0,0.0,0.0,0.0,2,0.488,0.244,2,2,0,False,512,756.0,1,measured,4,4,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_SRC_70B__Didelez_2010,a8ef449112a6f518,D_LLM_SRC_70B,Llama-3.3-70B-Instruct,llama,real,deployment,3,2,0.6666666666666666,1.0,2,0,1,0,0,0,knowledge.json,1
llm,ok,False,Didelez_2010,Smo,HRT,2,ok,0,2,3,0.7,0.7,0.0,0.3584,0.34159999999999996,2,0.488,0.244,2,2,0,False,512,756.0,2,measured,4,4,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_SRC_70B__Didelez_2010,e914720ddf250e94,D_LLM_SRC_70B,Llama-3.3-70B-Instruct,llama,real,deployment,3,2,0.6666666666666666,1.0,2,0,1,0,0,0,knowledge.json,2
llm,ok,False,Didelez_2010,Smo,S,2,ok,0,2,3,0.7,0.7,0.0,0.3584,0.34159999999999996,2,0.488,0.244,2,2,0,False,512,756.0,2,measured,4,4,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_SRC_70B__Didelez_2010,f81f1f997b9ce346,D_LLM_SRC_70B,Llama-3.3-70B-Instruct,llama,real,deployment,3,2,0.6666666666666666,1.0,2,0,1,0,0,0,knowledge.json,2
llm,ok,False,Didelez_2010,Smo,TCI,2,ok,0,2,3,0.7,0.7,0.0,0.3584,0.34159999999999996,2,0.488,0.244,2,2,0,False,512,756.0,2,measured,4,4,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_SRC_70B__Didelez_2010,a9aac82169514f11,D_LLM_SRC_70B,Llama-3.3-70B-Instruct,llama,real,deployment,3,2,0.6666666666666666,1.0,2,0,1,0,0,0,knowledge.json,2
llm,ok,False,Didelez_2010,Thist,S,2,ok,0,2,3,0.3,0.3,0.0,0.3,0.0,2,0.488,0.244,2,2,0,False,512,756.0,2,measured,4,4,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_SRC_70B__Didelez_2010,6fcac93be07c1921,D_LLM_SRC_70B,Llama-3.3-70B-Instruct,llama,real,deployment,3,2,0.6666666666666666,1.0,2,0,1,0,0,0,knowledge.json,2
llm,ok,False,Didelez_2010,Thist,TCI,2,ok,0,2,3,0.3,0.3,0.0,0.3,0.0,2,0.488,0.244,2,2,0,False,512,756.0,2,measured,4,4,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_SRC_70B__Didelez_2010,7dc8ca6d39da58de,D_LLM_SRC_70B,Llama-3.3-70B-Instruct,llama,real,deployment,3,2,0.6666666666666666,1.0,2,0,1,0,0,0,knowledge.json,2
llm,ok,False,Kampen_2014,ALN,DET,1,ok,14,11,11,0.1260655514755882,0.16817081463348293,0.04210526315789473,0.0235,0.10256555147558821,8,0.699,0.9675,10,5,0,False,0,32.5,2,measured,7,7,local_up_fast,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_SRC_70B__Kampen_2014,c8a7f15eeb122746,D_LLM_SRC_70B,Llama-3.3-70B-Instruct,llama,real,deployment,11,11,1.0,0.36363636363636365,4,7,0,0,0,0,knowledge.json,2
llm,optimal_set_undefined,False,Kampen_2014,ALN,EGC,,,14,11,11,,,,,,0,,,0,0,0,False,,,2,measured,7,7,,fast_gate,,llm__D_LLM_SRC_70B__Kampen_2014,2e65302192e77850,D_LLM_SRC_70B,Llama-3.3-70B-Instruct,llama,real,deployment,11,11,1.0,0.36363636363636365,4,7,0,0,0,0,knowledge.json,2
llm,optimal_set_undefined,False,Kampen_2014,ALN,FTW,,,14,11,11,,,,,,0,,,0,0,0,False,,,2,measured,7,7,,fast_gate,,llm__D_LLM_SRC_70B__Kampen_2014,aeb88d6e26e82a3a,D_LLM_SRC_70B,Llama-3.3-70B-Instruct,llama,real,deployment,11,11,1.0,0.36363636363636365,4,7,0,0,0,0,knowledge.json,2
llm,optimal_set_undefined,False,Kampen_2014,ALN,HOS,,,14,11,11,,,,,,0,,,0,0,0,False,,,2,measured,7,7,,fast_gate,,llm__D_LLM_SRC_70B__Kampen_2014,e960a0e2d9d0d3db,D_LLM_SRC_70B,Llama-3.3-70B-Instruct,llama,real,deployment,11,11,1.0,0.36363636363636365,4,7,0,0,0,0,knowledge.json,2
llm,optimal_set_undefined,False,Kampen_2014,ALN,SUS,,,14,11,11,,,,,,0,,,0,0,0,False,,,2,measured,7,7,,fast_gate,,llm__D_LLM_SRC_70B__Kampen_2014,7c27bfa6389cf555,D_LLM_SRC_70B,Llama-3.3-70B-Instruct,llama,real,deployment,11,11,1.0,0.36363636363636365,4,7,0,0,0,0,knowledge.json,2
llm,ok,True,Kampen_2014,CDR,DET,6,ok,14,11,11,0.697964722964723,0.7036729036729037,0.005708180708180688,0.0496,0.648364722964723,8,0.699,0.9675,10,5,0,False,0,32.5,2,measured,7,7,e1_ladder,fast_gate,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",llm__D_LLM_SRC_70B__Kampen_2014,2f16bb99a077aef2,D_LLM_SRC_70B,Llama-3.3-70B-Instruct,llama,real,deployment,11,11,1.0,0.36363636363636365,4,7,0,0,0,0,knowledge.json,2
llm,optimal_set_undefined,False,Kampen_2014,PER,DET,,,14,11,11,,,,,,0,,,0,0,0,False,,,1,measured,7,7,,fast_gate,,llm__D_LLM_SRC_70B__Kampen_2014,9df869a9b4a4f58c,D_LLM_SRC_70B,Llama-3.3-70B-Instruct,llama,real,deployment,11,11,1.0,0.36363636363636365,4,7,0,0,0,0,knowledge.json,4
