network,tier,x,y,arm,rep,true_dag_on_path,chat_source_sha256,generating_dag_sha256,k_sha256,n_k,status,committed_verdict,z_size,g0_undirected,k_g0,separation,separation_status,component_size,r_claim,r_claim_status,r_id,r_hop,hop_method,hop_exact,hop_lower_bound,phi_1,witness,n_wrong_claims,n_omitted,z_valid_at_truth,z_backdoor_at_truth,severity,bucket_B2_free_rule,bucket_B4_kg0,bucket_B5_k,bucket_B6_hop,bucket_B7_claim
arth150,T3,454,573,D_LLM_INSTR,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,d7e3ecf24e962520,3,y_not_possible_descendant,y_not_possible_descendant,,28,17,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,558,560,D_LLM_INSTR,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,d7e3ecf24e962520,3,y_not_possible_descendant,y_not_possible_descendant,,28,17,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,622,585,D_LLM_INSTR,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,d7e3ecf24e962520,3,not_amenable,not_amenable,,28,17,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,640,47,D_LLM_INSTR,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,d7e3ecf24e962520,3,y_not_possible_descendant,y_not_possible_descendant,,28,17,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,666,234,D_LLM_INSTR,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,d7e3ecf24e962520,3,not_amenable,not_amenable,,28,17,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,686,13,D_LLM_INSTR,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,d7e3ecf24e962520,3,not_amenable,not_amenable,,28,17,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,712,496,D_LLM_INSTR,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,d7e3ecf24e962520,3,not_amenable,not_amenable,,28,17,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,739,558,D_LLM_INSTR,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,d7e3ecf24e962520,3,y_not_possible_descendant,y_not_possible_descendant,,28,17,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,78,793,D_LLM_INSTR,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,d7e3ecf24e962520,3,not_amenable,not_amenable,,28,17,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,798,378,D_LLM_INSTR,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,d7e3ecf24e962520,3,y_not_possible_descendant,y_not_possible_descendant,,28,17,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,81,464,D_LLM_INSTR,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,d7e3ecf24e962520,3,ok,closed_form,1,28,17,,no_z_member_in_component,14,,unreached,,-1,local_up_fast_budget,0,4,0.0,,1,11,1,1,benign,slack,held,held,held,held
arth150,T3,100,245,D_LLM_SRC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,f84521621bace494,24,not_amenable,not_amenable,,10,35,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,144,677,D_LLM_SRC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,f84521621bace494,24,y_not_possible_descendant,y_not_possible_descendant,,10,35,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,187,226,D_LLM_SRC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,f84521621bace494,24,y_not_possible_descendant,y_not_possible_descendant,,10,35,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,198,93,D_LLM_SRC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,f84521621bace494,24,y_not_possible_descendant,y_not_possible_descendant,,10,35,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,211,565,D_LLM_SRC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,f84521621bace494,24,y_not_possible_descendant,y_not_possible_descendant,,10,35,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,248,779,D_LLM_SRC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,f84521621bace494,24,y_not_possible_descendant,y_not_possible_descendant,,10,35,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,342,272,D_LLM_SRC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,f84521621bace494,24,y_not_possible_descendant,y_not_possible_descendant,,10,35,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,368,560,D_LLM_SRC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,f84521621bace494,24,y_not_possible_descendant,y_not_possible_descendant,,10,35,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,377,793,D_LLM_SRC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,f84521621bace494,24,y_not_possible_descendant,y_not_possible_descendant,,10,35,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,454,573,D_LLM_SRC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,f84521621bace494,24,y_not_possible_descendant,y_not_possible_descendant,,10,35,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,558,560,D_LLM_SRC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,f84521621bace494,24,ok,closed_form,5,10,35,1,measured,19,1,exact,1,1,local_up_fast,1,,0.0833,269->558,2,11,0,0,validity,safe,dangerous,dangerous,safe,safe
arth150,T3,622,585,D_LLM_SRC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,f84521621bace494,24,y_not_possible_descendant,y_not_possible_descendant,,10,35,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,640,47,D_LLM_SRC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,f84521621bace494,24,y_not_possible_descendant,y_not_possible_descendant,,10,35,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,666,234,D_LLM_SRC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,f84521621bace494,24,y_not_possible_descendant,y_not_possible_descendant,,10,35,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,686,13,D_LLM_SRC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,f84521621bace494,24,y_not_possible_descendant,y_not_possible_descendant,,10,35,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,712,496,D_LLM_SRC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,f84521621bace494,24,y_not_possible_descendant,y_not_possible_descendant,,10,35,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,739,558,D_LLM_SRC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,f84521621bace494,24,y_not_possible_descendant,y_not_possible_descendant,,10,35,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,78,793,D_LLM_SRC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,f84521621bace494,24,y_not_possible_descendant,y_not_possible_descendant,,10,35,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,798,378,D_LLM_SRC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,f84521621bace494,24,y_not_possible_descendant,y_not_possible_descendant,,10,35,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,81,464,D_LLM_SRC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,f84521621bace494,24,ok,closed_form,1,10,35,,no_z_member_in_component,14,,censored_at_depth_3,,-1,local_up_fast_budget,0,4,0.0,,2,0,1,1,benign,slack,held,held,held,held
arth150,T3,100,245,D_SCRAMBLED,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,c58642e14e71c23e,2,not_amenable,not_amenable,,43,2,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,144,677,D_SCRAMBLED,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,c58642e14e71c23e,2,not_amenable,not_amenable,,43,2,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,187,226,D_SCRAMBLED,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,c58642e14e71c23e,2,not_amenable,not_amenable,,43,2,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,198,93,D_SCRAMBLED,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,c58642e14e71c23e,2,not_amenable,not_amenable,,43,2,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,211,565,D_SCRAMBLED,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,c58642e14e71c23e,2,not_amenable,not_amenable,,43,2,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,248,779,D_SCRAMBLED,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,c58642e14e71c23e,2,not_amenable,not_amenable,,43,2,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,342,272,D_SCRAMBLED,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,c58642e14e71c23e,2,not_amenable,not_amenable,,43,2,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,368,560,D_SCRAMBLED,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,c58642e14e71c23e,2,not_amenable,not_amenable,,43,2,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,377,793,D_SCRAMBLED,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,c58642e14e71c23e,2,not_amenable,not_amenable,,43,2,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,454,573,D_SCRAMBLED,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,c58642e14e71c23e,2,not_amenable,not_amenable,,43,2,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,558,560,D_SCRAMBLED,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,c58642e14e71c23e,2,not_amenable,not_amenable,,43,2,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,622,585,D_SCRAMBLED,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,c58642e14e71c23e,2,not_amenable,not_amenable,,43,2,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,640,47,D_SCRAMBLED,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,c58642e14e71c23e,2,not_amenable,not_amenable,,43,2,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,666,234,D_SCRAMBLED,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,c58642e14e71c23e,2,not_amenable,not_amenable,,43,2,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,686,13,D_SCRAMBLED,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,c58642e14e71c23e,2,not_amenable,not_amenable,,43,2,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,712,496,D_SCRAMBLED,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,c58642e14e71c23e,2,not_amenable,not_amenable,,43,2,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,739,558,D_SCRAMBLED,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,c58642e14e71c23e,2,not_amenable,not_amenable,,43,2,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,78,793,D_SCRAMBLED,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,c58642e14e71c23e,2,y_not_possible_descendant,y_not_possible_descendant,,43,2,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,798,378,D_SCRAMBLED,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,c58642e14e71c23e,2,not_amenable,not_amenable,,43,2,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,81,464,D_SCRAMBLED,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,c58642e14e71c23e,2,ok,closed_form,1,43,2,,no_z_member_in_component,14,,unreached,,-1,local_up_fast_budget,0,3,0.0,,1,13,1,1,benign,slack,held,held,held,held
arth150,T3,100,245,D_LLM_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,ok,closed_form,0,27,18,,no_z_member_in_component,4,1,exact,1,1,local_up_fast,1,,0.0556,100->245,2,0,1,1,benign,slack,held,held,slack,slack
arth150,T3,144,677,D_LLM_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,y_not_possible_descendant,y_not_possible_descendant,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,187,226,D_LLM_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,not_amenable,not_amenable,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,198,93,D_LLM_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,y_not_possible_descendant,y_not_possible_descendant,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,211,565,D_LLM_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,y_not_possible_descendant,y_not_possible_descendant,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,248,779,D_LLM_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,y_not_possible_descendant,y_not_possible_descendant,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,342,272,D_LLM_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,not_amenable,not_amenable,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,368,560,D_LLM_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,y_not_possible_descendant,y_not_possible_descendant,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,377,793,D_LLM_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,y_not_possible_descendant,y_not_possible_descendant,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,454,573,D_LLM_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,not_amenable,not_amenable,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,558,560,D_LLM_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,not_amenable,not_amenable,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,622,585,D_LLM_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,y_not_possible_descendant,y_not_possible_descendant,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,640,47,D_LLM_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,not_amenable,not_amenable,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,666,234,D_LLM_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,y_not_possible_descendant,y_not_possible_descendant,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,686,13,D_LLM_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,y_not_possible_descendant,y_not_possible_descendant,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,712,496,D_LLM_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,y_not_possible_descendant,y_not_possible_descendant,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,739,558,D_LLM_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,not_amenable,not_amenable,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,78,793,D_LLM_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,ok,closed_form,5,27,18,,no_z_member_in_component,3,1,exact,1,1,local_up_fast,1,,0.0556,78->726,2,0,0,0,validity,safe,dangerous,dangerous,safe,safe
arth150,T3,798,378,D_LLM_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,y_not_possible_descendant,y_not_possible_descendant,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,81,464,D_LLM_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,ok,closed_form,1,27,18,,no_z_member_in_component,14,,censored_at_depth_3,,-1,local_up_fast_budget,0,4,0.0,,2,0,1,1,benign,slack,held,held,held,held
arth150,T3,100,245,D_LLM_72B_INSTR,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,ok,closed_form,0,27,18,,no_z_member_in_component,4,1,exact,1,1,local_up_fast,1,,0.0556,100->245,2,0,1,1,benign,slack,held,held,slack,slack
arth150,T3,144,677,D_LLM_72B_INSTR,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,y_not_possible_descendant,y_not_possible_descendant,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,187,226,D_LLM_72B_INSTR,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,not_amenable,not_amenable,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,198,93,D_LLM_72B_INSTR,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,y_not_possible_descendant,y_not_possible_descendant,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,211,565,D_LLM_72B_INSTR,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,y_not_possible_descendant,y_not_possible_descendant,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,248,779,D_LLM_72B_INSTR,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,y_not_possible_descendant,y_not_possible_descendant,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,342,272,D_LLM_72B_INSTR,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,not_amenable,not_amenable,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,368,560,D_LLM_72B_INSTR,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,y_not_possible_descendant,y_not_possible_descendant,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,377,793,D_LLM_72B_INSTR,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,y_not_possible_descendant,y_not_possible_descendant,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,454,573,D_LLM_72B_INSTR,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,not_amenable,not_amenable,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,558,560,D_LLM_72B_INSTR,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,not_amenable,not_amenable,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,622,585,D_LLM_72B_INSTR,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,y_not_possible_descendant,y_not_possible_descendant,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,640,47,D_LLM_72B_INSTR,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,not_amenable,not_amenable,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,666,234,D_LLM_72B_INSTR,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,y_not_possible_descendant,y_not_possible_descendant,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,686,13,D_LLM_72B_INSTR,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,y_not_possible_descendant,y_not_possible_descendant,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,712,496,D_LLM_72B_INSTR,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,y_not_possible_descendant,y_not_possible_descendant,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,739,558,D_LLM_72B_INSTR,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,not_amenable,not_amenable,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,78,793,D_LLM_72B_INSTR,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,ok,closed_form,5,27,18,,no_z_member_in_component,3,1,exact,1,1,local_up_fast,1,,0.0556,78->726,2,0,0,0,validity,safe,dangerous,dangerous,safe,safe
arth150,T3,798,378,D_LLM_72B_INSTR,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,y_not_possible_descendant,y_not_possible_descendant,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,81,464,D_LLM_72B_INSTR,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,1e1f55bb304d6073,18,ok,closed_form,1,27,18,,no_z_member_in_component,14,,censored_at_depth_3,,-1,local_up_fast_budget,0,4,0.0,,2,0,1,1,benign,slack,held,held,held,held
arth150,T3,100,245,D_SCRAMBLED_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,5faea389bf48f55c,8,ok,closed_form,0,37,8,,no_z_member_in_component,4,1,exact,1,1,local_up_fast,1,,0.125,100->245,0,0,1,1,benign,held,held,held,held,held
arth150,T3,144,677,D_SCRAMBLED_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,5faea389bf48f55c,8,not_amenable,not_amenable,,37,8,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,187,226,D_SCRAMBLED_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,5faea389bf48f55c,8,not_amenable,not_amenable,,37,8,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,198,93,D_SCRAMBLED_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,5faea389bf48f55c,8,not_amenable,not_amenable,,37,8,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,211,565,D_SCRAMBLED_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,5faea389bf48f55c,8,not_amenable,not_amenable,,37,8,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,248,779,D_SCRAMBLED_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,5faea389bf48f55c,8,not_amenable,not_amenable,,37,8,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,342,272,D_SCRAMBLED_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,5faea389bf48f55c,8,not_amenable,not_amenable,,37,8,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,368,560,D_SCRAMBLED_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,5faea389bf48f55c,8,not_amenable,not_amenable,,37,8,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,377,793,D_SCRAMBLED_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,5faea389bf48f55c,8,not_amenable,not_amenable,,37,8,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,454,573,D_SCRAMBLED_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,5faea389bf48f55c,8,not_amenable,not_amenable,,37,8,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,558,560,D_SCRAMBLED_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,5faea389bf48f55c,8,not_amenable,not_amenable,,37,8,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,622,585,D_SCRAMBLED_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,5faea389bf48f55c,8,not_amenable,not_amenable,,37,8,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,640,47,D_SCRAMBLED_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,5faea389bf48f55c,8,not_amenable,not_amenable,,37,8,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,666,234,D_SCRAMBLED_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,5faea389bf48f55c,8,not_amenable,not_amenable,,37,8,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,686,13,D_SCRAMBLED_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,5faea389bf48f55c,8,y_not_possible_descendant,y_not_possible_descendant,,37,8,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,712,496,D_SCRAMBLED_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,5faea389bf48f55c,8,not_amenable,not_amenable,,37,8,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,739,558,D_SCRAMBLED_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,5faea389bf48f55c,8,not_amenable,not_amenable,,37,8,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,78,793,D_SCRAMBLED_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,5faea389bf48f55c,8,y_not_possible_descendant,y_not_possible_descendant,,37,8,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,798,378,D_SCRAMBLED_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,5faea389bf48f55c,8,y_not_possible_descendant,y_not_possible_descendant,,37,8,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,81,464,D_SCRAMBLED_72B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,5faea389bf48f55c,8,ok,closed_form,1,37,8,,no_z_member_in_component,14,,gt_3,,-1,local_up_fast_budget,0,9,0.0,,0,10,1,1,benign,held,held,held,held,held
arth150,T3,100,245,D_LLM_32B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,60e72d92ffd86368,18,ok,closed_form,0,27,18,,no_z_member_in_component,4,1,exact,1,1,local_up_fast,1,,0.0556,100->245,0,0,1,1,benign,held,held,held,held,held
arth150,T3,144,677,D_LLM_32B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,60e72d92ffd86368,18,y_not_possible_descendant,y_not_possible_descendant,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,187,226,D_LLM_32B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,60e72d92ffd86368,18,not_amenable,not_amenable,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,198,93,D_LLM_32B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,60e72d92ffd86368,18,y_not_possible_descendant,y_not_possible_descendant,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,211,565,D_LLM_32B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,60e72d92ffd86368,18,y_not_possible_descendant,y_not_possible_descendant,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,248,779,D_LLM_32B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,60e72d92ffd86368,18,y_not_possible_descendant,y_not_possible_descendant,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,342,272,D_LLM_32B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,60e72d92ffd86368,18,not_amenable,not_amenable,,27,18,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,368,560,D_LLM_32B,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,60e72d92ffd86368,18,y_not_possible_descendant,y_not_possible_descendant,,27,18,,,,,,,,,,,,,,,,,,,,,,
